Category,Product,URL
Amps & FX | Effects | Delay & Reverb,DD-3 Digital Delay,https://www.ghmusic.com.au/boss-dd-3-digital-delay.html
Amps & FX | Effects | Loopers,RC-1 Looper Pedal RC1,http://www.haworthguitars.com.au/products/effect-pedals/guitar-bass/boss-rc-1-loop-station-rc1/
Guitars | Electric Guitars | Specialty & Rare Guitars,Jem JEM77WDP - PREMIUM,http://www.haworthguitars.com.au/products/guitars/electric/ibanez-artist-signature-series-premium-jem-uv-jem77wdp/
Amps & FX | Guitar Amps | Guitar Heads,Night train NT15H-G2 Head,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=6737
Guitars,TRBX504 4 string Electric Bass Translucent Black,http://www.bigmusicshop.com.au/yamaha-trbx504-translucent-black-bass-guitar.html
Guitars | Electric Guitars,JS Series Dinky DKA-M JS32 Electric Guitar - Snow White,http://www.guitarfactory.com.au/Guitars/Electric/Jackson/2015/Jackson-S32-Dinky
Live Sound,SD8 I/O Stage Box,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=9145
DJ/Lighting | DJ Gear | DJ Controllers,Traktor Kontrol Z1 Dj Controller & Interface,https://www.belfieldmusic.com.au/native-instruments-traktor-kontrol-z1-mixer.html
Accessories & Parts | Cases & Gig Bags | Speaker Cases & Bags,K10 Tote Bag,https://www.storedj.com.au/qsc-k10-nylon-cordura-padded-tote-bag
Amps & FX | Guitar Amps | Guitar Combos | Valve Guitar Combos,65 Deluxe Reverb,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3128
Amps & FX | Effects,BC-1X Bass Compressor Pedal BC1X,http://www.bettermusic.com.au/boss-bc-1x-bass-compressor-pedal-bc01x
Guitars | Acoustic Guitars | Acoustic Electric Guitars,LL16 ARE Acoustic Electric Brown Sunburst,http://www.bigmusicshop.com.au/yamaha-ll16-brown-sunburst-acoustic-guitar.html
Recording | Interfaces | Professional ,Apollo Twin 2 Duo Thunderbolt Interface,http://www.bettermusic.com.au/ua-apollo-twin-mkii-recording-interface-duo-thunderbolt
Recording | Interfaces | Professional ,Apollo Twin Duo Thunderbolt Interface,http://www.bettermusic.com.au/ua-apollo-twin-mkii-recording-interface-duo-thunderbolt
Amps & FX | Acoustic Amps,Troubadour T80N Acousitc Guitar Amplifier,http://www.portmacguitars.com.au/ibanez-troubadour-t80n.html
Recording | Microphones | Broadcast Microphone,Dead Wombat,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=4640
Amps & FX | Acoustic Amps,Alpha 40 Acoustic Guitar Amplifier,http://www.guitarfactory.com.au/Amps/AER/aer-alpha-40-1
Amps & FX | Guitar Amps | Guitar Heads,Night train NT15H-G2 Head,http://www.bigmusicshop.com.au/vox-nt15h-g2-night-train-amp-head-generation2.html
Recording | Interfaces | Beginner,GT001 Guitar Desktop Effects Processor ,http://www.bettermusic.com.au/boss-gt001-guitar-effects-processor-gt-001
Guitars | Acoustic Guitars | Acoustic Electric Guitars,AEL2012E 12-String Acoustic Guitar w/ Pickup,http://www.portmacguitars.com.au/ibanez-ael2012e-12-string.html
Amps & FX | Effects,MEL9 Tape Replay Machine Pedal - Limited stock incoming Contact Us,http://www.bettermusic.com.au/eh-mel9-tape-replay-machine-effects-pedal
Guitars | Electric Guitars,Duo-Sonic HS Offset Electric Guitar - Daphne Blue,http://www.guitarfactory.com.au/Guitars/Electric/Fender/offset/duo-sonic-hs
Guitars | Electric Guitars,Duo-Sonic HS Offset Electric Guitar - Surf Green,http://www.guitarfactory.com.au/Guitars/Electric/Fender/offset/duo-sonic-hs
Guitars | Electric Guitars,Duo-Sonic HS Offset Electric Guitar - Black,http://www.guitarfactory.com.au/Guitars/Electric/Fender/offset/duo-sonic-hs
Guitars | Acoustic Guitars | Travel Guitars,BT1E Baby Taylor Acoustic Guitar (3/4 Acoustic Electric),http://www.bettermusic.com.au/taylor-baby-taylor-acoustic-guitar-with-pickup-and-gig-bag
Guitars | Electric Guitars | Fender Telecaster,Classic Vibe Telecaster Custom RW 3-Colour Sunburst,https://www.ghmusic.com.au/squier-classic-vibe-telecaster-custom-3-color-sunburst-electric-guitar.html
Amps & FX | Guitar Amps | Guitar Heads | Valve Guitar Heads,Bassbreaker 007 Combo - New 2016,http://www.bigmusicshop.com.au/fender-bassbreaker-007-guitar-combo-amplifier.html
Amps & FX | Pedal Boards,BCB60 Pedal Board,http://www.bettermusic.com.au/boss-bcb60-effects-pedal-board
Recording | Software | Digital Audio Workstations & Recording,Live 9 Suite,http://www.guitarfactory.com.au/Software/Ableton/ableton-live-9-suite
Recording | Headphones,K141 MKII Semi Open Studio Headphones,https://www.storedj.com.au/akg-k141-mkii-studio-headphone
Live Sound | DI Boxes,Ultra-G GI100 Active DI Box for Guitar,https://www.belfieldmusic.com.au/behringer-ultra-g-gi100-di-box.html
Recording | Headphones | In Ear,ATH-IM70 In Ear monitor dual symphonic drivers,http://www.portmacguitars.com.au/audio-technica-ath-im70-in-ear-monitors
Live Sound | Wireless | In Ear Monitoring,SE535 Sound Isolating&#8482; Earphones,https://www.storedj.com.au/shure-se535-sound-isolating-earphones-bronze
Recording | Synth Modules,JP-08 Sound Module,http://www.bettermusic.com.au/roland-jp-08-sound-module
Guitars | Electric Guitars | Les Pauls,Les Paul Tribute Plus Electric Guitar - Midnight Sapphire,https://www.ghmusic.com.au/epiphone-les-paul-prophecy-custom-plus-ex-midnight-sapphire-epiphone-guitar.html
Guitars,TRBX305 5 String Electric Bass Mist Green,http://www.bettermusic.com.au/yamaha-trbx305-5-string-bass-guitar-mist-green
Recording | Interfaces | Professional ,Fireface UCX Audio Midi Interface,http://www.bettermusic.com.au/rme-fireface-ucx
Guitars | Electric Guitars | Les Pauls,Les Paul LP Black Beauty,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=989
Recording | Software | Digital Audio Workstations & Recording,Cubase Pro 8.5 with free Upgrade to Version 9,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8294
Guitars | Electric Guitars | Fender Telecaster,Standard Telecaster - Brown Sunburst,http://www.bettermusic.com.au/fender-standard-telecaster-brown-sunburst
Amps & FX | Effects,DD-500 Digital Delay,https://www.belfieldmusic.com.au/boss-dd-500-digital-delay-pedal.html
Guitars | Electric Guitars | Hollowbodies,ES-339 Pro Electric Guitar - Vintage Sunburst,http://www.bettermusic.com.au/epiphone-es-339-pro-semi-hollowbody-electric-vintage-sunburst-et33vsnh1
Other,STANDARD - Black & Chrome Fat Strat,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=943
Amps & FX | Effects,Doctor Q Envelope Follower,https://www.belfieldmusic.com.au/electro-harmonix-ehx-nano-doctor-q-envelope-filter-effects-pedal-fx.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Rusty Fuzz Pedal,http://www.guitarfactory.com.au/Pedals_FX/TC_Electronic/single-effects/rusty-fuzz
Amps & FX | Effects | Bass Effects,Duality Dual Fuzz Engine Bass Pedal ,http://www.guitarfactory.com.au/Pedals_FX/darkglass-electronics/duality-fuzz
Recording | Microphones,P220 Project Studio Condenser Microphone,https://www.soundcorp.com.au/akg-p220-large-diaphragm-studio-condenser-microphone-5818
Amps & FX | Effects | Bass Effects,VT Bass Preamp V2 Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=10847
Recording | Rack Effects & Preamps,A500 Power Amplifier,https://www.belfieldmusic.com.au/behringer-a500-power-amplifier.html
Recording | Studio Monitors,B2031A Truth Studio Monitor (Pair),https://www.storedj.com.au/behringer-truth-b2031a-active-8-studio-monitors-pair
Recording | Studio Packs,UR22 mk2 Recording Pack,http://www.bettermusic.com.au/steinberg-ur22-mkii-recording-pack
Live Sound | Microphones,NT4 Stereo Dual Cardioid Condenser Microphone,https://www.storedj.com.au/rode-nt4-x-y-stereo-condenser-microphone
Guitars | Acoustic Guitars,AVD1 NT Artwood Acoustic Guitar,http://www.portmacguitars.com.au/ibanez-avd1.html
Live Sound | Speakers | Active / Powered Speakers,DXR10 1100w Powered Speaker,http://www.bettermusic.com.au/yamaha-nexo-dxr10-10-inch-2-way-powered-speaker
Guitars | Electric Guitars,JS Series Dinky JS12 Electric Guitar - Gloss Black,http://www.guitarfactory.com.au/Guitars/Electric/Jackson/2015/Jackson-JS-12-Dinky
Guitars | Acoustic Guitars | Resonators,Gretsch G9200 Boxcar Round Neck Resonator Natural,http://www.portmacguitars.com.au/gretsch-g9200-boxcar-round-neck-resonator-guitar.html
Recording | Rack Effects & Preamps,Audiobox USB 2x2 USB Recording Interface,http://www.bigmusicshop.com.au/presonus-audiobox-usb-2x2-usb-audio-interface.html
Live Sound | Wireless | Wireless Microphones,EW165 G3-1G8 Wireless Super-Cardioid Condenser Microphone System (1800MHz Frequency Band),https://www.soundcorp.com.au/sennheiser-ew165-g3-b-wireless-microphone-system-7479
Guitars | Electric Guitars,1984 Explorer EX Model Electric - Alpine White,http://www.allansbillyhyde.com.au/prod/EX84AWBH3/Epiphone¶©-1984-Explorer-EX-Ltd.-Ed.-Electric-Guitar-(Alpine-White).aspx
Guitars | Acoustic Guitars | Acoustic Electric Guitars,Sonoran SCE Lake Placid Blue,http://www.guitarfactory.com.au/Guitars/Acoustic/Fender/California/fender-sonoran-sce
Guitars | Acoustic Guitars | Acoustic Electric Guitars,Sonoran SCE Natural,http://www.guitarfactory.com.au/Guitars/Acoustic/Fender/California/fender-sonoran-sce
Guitars | Acoustic Guitars | Acoustic Electric Guitars,Sonoran SCE Acoustic Electric Guitar v2,http://www.guitarfactory.com.au/Guitars/Acoustic/Fender/California/fender-sonoran-sce
Guitars | Acoustic Guitars,LJ16 ARE Acoustic Electric Guitar Brown Sunburst,http://www.guitarfactory.com.au/Guitars/Acoustic/Yamaha/l-series/Yamaha-LJ6-ARE-Brown-Sunburst
Amps & FX | Effects | Vocal Effects,TC Helicon Voicetone Create XT Vocal Effect Pedal,https://www.soundcorp.com.au/tc-helicon-voicetone-harmony-g-xt-4802
Guitars | Electric Guitars | Les Pauls,PRO-1 Les Paul Guitar Pack with Rocksmith - Black,http://www.bigmusicshop.com.au/epiphone-pro-1-les-paul-jr-performance-pack-vintage-sunburst.html
Recording | Interfaces | Professional ,Apollo Twin 2 Solo Thunderbolt Interface,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=11496
Guitars | Acoustic Guitars | Acoustic Electric Guitars,Gretsch G5022CWFE-12 Rancher™ Falcon Jumbo 12-String Cutaway Electric,http://www.portmacguitars.com.au/gretsch-g5022cwfe-12-rancher-falcon-12-string.html
Guitars and Folk Instruments | Resonator Guitar Entry Level,Glass Slide Regular - Medium J202,http://www.bigmusicshop.com.au/fender-glass-slide-std-medium.html
Guitars | Electric Guitars | Fender Stratocaster,Bullet Fat Strat with Tremolo HSS,http://www.portmacguitars.com.au/squier-bullet-strat-with-tremolo-hss.html
Amps & FX | Effects | Vocal Effects,VO-1 Vocoder,http://www.bigmusicshop.com.au/boss-vo-1-vocoder.html
Recording | Microphones | Small Diaphragm Condensor,M5 Match Pair Small Diaphragm Condenser Microphones,https://www.soundcorp.com.au/rode-m5-matched-pair-condenser-microphones-for-studio-live-6435
Accessories & Parts | Tuners,TU-3S Chromatic Tuner - New!,http://www.bettermusic.com.au/boss-tu-3s-small-footprint-chromatic-tuner-tu3s
Recording | Interfaces | Professional ,Apollo Twin 2 Quad Thunderbolt Interface,https://www.kosmic.com.au/universal-audio-apollo-twin-2-quad-audio-interface
Amps & FX | Effects | Vocal Effects,VE-1 Vocal Echo,http://www.allansbillyhyde.com.au/prod/VE1/BOSS-VE-1-Vocal-Echo-Reverb-Effects-Pedal.aspx
"Amps & FX | Effects | Chorus, Phaser & Flanger Pedals",Nano Small Stone Phase Shifter,https://www.ghmusic.com.au/electro-harmonix-nano-small-stone-phase-shifter.html
Orchestral | Brass,YBB105S Standard BBb Silver Plated Tuba,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=6974
Keys | Keyboards,Arius YDP-163 Digital Piano - Black,http://www.bigmusicshop.com.au/yamaha-arius-ydps52b-digital-piano-black.html
Recording | Portable Recording & Hand Held Recorders,H5 Handy Portable Audio Recorder,http://www.bigmusicshop.com.au/zoom-h5-handy-stereo-audio-recorder-w-interchangeable-capsules.html
Gift Ideas | Gifts for DJ's,Traktor Kontrol F1,https://www.storedj.com.au/native-instruments-traktor-kontrol-f1-controller
Guitars and Folk Instruments | Bass Guitars Package Upgrade,"iRig 2 - Guitar Interface for iPhone, iPod, iPad & Android",https://www.belfieldmusic.com.au/ik-multimedia-irig2-analogue-guitar-interface-amplitube-amp-effects-for-iphone-ipad-ipod-or-android-irig-2.html
Amps & FX | Effects,Germanium Big Muff,http://www.bigmusicshop.com.au/electro-harmonix-germanium-4-big-muff-pi.html
"Amps & FX | Effects | Chorus, Phaser & Flanger Pedals",Bass Envelope Filter Effects Pedal,http://www.bigmusicshop.com.au/mxr-bass-envelope-filter.html
Recording | Reflection Filters & Sound Isolation,London 8 Room Kit Grey,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=5064
Guitars | Electric Guitars | Fender Telecaster,Classic Vibe Telecaster Custom RW 3-Colour Sunburst,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3482
DJ/Lighting, Pro Mixer DJX900USB,https://www.belfieldmusic.com.au/behringer-djx900usb-pro-mixer.html
Amps & FX | Effects | Guitar Processors,Element XP Effects Processor,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=7567
Amps & FX | Pedal Boards,FBV Express MKII Foot Control Pedal,http://www.allansbillyhyde.com.au/prod/753035/Line-6-FBV-Express-MKII-Footswitch.aspx
Live Sound | Speakers | Active / Powered Speakers,DXR12 1100w Powered Speaker,http://www.haworthguitars.com.au/products/pro-audio-mics/speakers/yamaha-yamaha-dxr12-powered-speaker/
Recording | Control Surfaces,APC Key 25 Ableton Keyboard Controller,https://www.storedj.com.au/akai-apc-key-25-ableton-performance-controller-w-keys
Live Sound | Mixers | Digital Mixers,X32 Compact Digital Mixer,http://www.bettermusic.com.au/behringer-x32-compact-32-channel-digital-mixer
Live Sound | Wireless | Wireless Microphones,EW 100-935 G3 Wireless Vocal System w/ e935 Microphone,http://www.bigmusicshop.com.au/sennheiser-ew-100-935-g3-b-wireless-handheld-mic-system.html
Live Sound | Wireless | Wireless Microphones,EW 100-945 G3 Wireless Vocal System w/ e945 Microphone,http://www.bigmusicshop.com.au/sennheiser-ew-100-945-g3-b-wireless-handheld-mic-system.html
DJ/Lighting, Pro Mixer VMX1000USB,https://www.belfieldmusic.com.au/behringer-vmx1000usb-pro-mixer.html
Recording | Interfaces | Professional ,Fireface UC Audio / Midi Interface,http://www.bettermusic.com.au/rme-fireface-uc-36-channel-24bit-192khz-audio-interface
Recording | Interfaces | Professional ,Fireface UC Audio / Midi Interface,http://www.allansbillyhyde.com.au/prod/RME-FIREFACE-UC/RME-Fireface-UC---USB-High-Speed-Audio-Interface.aspx
Guitars | Electric Guitars,FR365 TFB Electric Guitar ,http://www.portmacguitars.com.au/ibanez-fr365-tri-fade-burst.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",OD Glove Overdrive/Distortion Pedal,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=7504
Guitars | Electric Guitars | Hollowbodies,AS153 Artstar Model Semi Hollow Antique Yellow Electric,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=10101
Guitars and Folk Instruments | Acoustic Guitars Intermediate - $300 - $800,T30 Troubadour Acoustic Guitar Amplifier,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=835
Guitars | Electric Guitars | Hollowbodies,AM53 SRF Electric Hollowbody Guitar,http://www.haworthguitars.com.au/products/guitars/electric/ibanez-artcore-am53-srf-artcore-guitar/
Recording | Synth Modules,JX-03 Sound Module,http://www.bettermusic.com.au/roland-jx-03-sound-module
Live Sound | Mixers,Xenyx QX1204USB Mixer,http://www.guitarfactory.com.au/PA/Behringer/Mixers/behringer-qx1204usb
Recording | Interfaces | Professional ,Fireface UCX Audio Midi Interface,http://www.allansbillyhyde.com.au/prod/RME-FIREFACE-UCX/RME-Fireface-UCX-USB--and--Firewire-Audio-Interface.aspx
Guitars | Classical Guitars,"VC204H Classical Guitar, Slim Neck - Hybrid Natural",https://www.ghmusic.com.au/valencia-vc204h-hybrid-classical-guitar.html
DJ/Lighting | DJ Gear | DJ Controllers,NI Traktor Kontrol D2 ,https://www.belfieldmusic.com.au/native-instruments-traktor-kontrol-d2-dj-controller.html
Live Sound | Mixers | Analog Mixers,Xenyx Q1002USB Mixer,http://www.guitarfactory.com.au/PA/Behringer/Mixers/behringer-q1002usb
Recording | Studio Monitors,Eris E44 Active Studio Monitors (PAIR),https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=9432
Recording | Software,Stutter Edit,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=4156
Recording | Microphones | Shotgun & Video Microphones,DeadCat VMPR,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=9175
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",OS-2 OverDrive/Distortion,https://www.ghmusic.com.au/boss-os-2-overdrive-distortion.html
Amps & FX | Bass Amps | Bass Speaker Boxes,NY122 Ninja Compact Signature Bass Cabinet,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=11184
Guitars | Electric Guitars,G-400 Pro Electric Guitar Worn Cherry,http://www.bigmusicshop.com.au/epiphone-sg-g-400-faded-electric-guitar-vintage-worn-cherry.html
Live Sound | Mixers,HS-5 Session Mixer,https://www.belfieldmusic.com.au/roland-hs-5-session-mixer-mixers-music-express.html
Amps & FX | Bass Amps | Bass Speaker Boxes,SVT-810E Classic Bass Cab 8x10,https://www.belfieldmusic.com.au/ampeg-svt-810e-bass-cabinet-8x10-inch.html
Amps & FX | Guitar Amps | Guitar Combos,Champion 40 Guitar Amp Combo,http://www.guitarfactory.com.au/Amps/Fender/Guitar_Amp/Champion/fender-champion-40
Amps & FX | Footswitches,DP10 Damper Pedal,https://www.storedj.com.au/roland-dp10-damper-pedal-footswitch
Live Sound | Portable & Wireless PA,MPA40BT PRO Bluetooth Portable PA,https://www.belfieldmusic.com.au/behringer-mpa40bt-portable-pa-system-40w-w-bluetooth-battery.html
Recording | Midi Control Keyboards,Komplete Kontrol S49 USB Midi Control Keyboard (49 Key),https://www.kosmic.com.au/native-instruments-komplete-kontrol-s49-49-key-con
Live Sound | Mixers,Xenyx QX1222USB Mixer,http://www.guitarfactory.com.au/PA/Behringer/Mixers/behringer-qx1222usb
Amps & FX | Effects | Delay & Reverb,Flashback Triple Delay,http://www.bigmusicshop.com.au/tc-electronic-flashback-triple-multi-tap-delay.html
Amps & FX | Effects | Delay & Reverb,Flashback Triple Delay,http://www.bettermusic.com.au/tc-electronic-flashback-triple-delay-pedal
Amps & FX | Footswitches,FS-7 Multifunctional Dual Footswitch,https://www.storedj.com.au/boss-fs-7-space-saving-multifunction-dual-footswitch
Guitars | Electric Guitars | Hollowbodies,G5420T Electromatic Hollow Body Single Cut,http://www.portmacguitars.com.au/gretsch-g5420t-hollow-body-colour-orange~stain
Guitars | Electric Guitars | Hollowbodies,AFS75T TCD Archtop Electric Guitar,http://www.bettermusic.com.au/ibanez-afs75t-tcd-artcore-guitar
Amps & FX | Effects | Delay & Reverb,Canyon Delay and Looper Pedal,http://www.bettermusic.com.au/electro-harmonix-canyon-delay-pedal
Live Sound | Wireless | Wireless Microphones,ULM100USB Digital Wireless Microphone with USB Receiver,https://www.storedj.com.au/behringer-ultralink-ulm100usb-wireless-mic-w-usb-receiver
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Custom Badass 78 Distortion Effects Pedal,http://www.bettermusic.com.au/mxr-custom-badass-78-distortion-pedal
Guitars | Acoustic Guitars,D18 1939 Authentic,http://www.guitarfactory.com.au/Guitars/Acoustic/Martin-Guitars/AUTHENTIC/martin-d-18-authentic-1939
Guitars | Electric Guitars | Les Pauls,Les Paul Studio Electric Guitar - White,http://www.bigmusicshop.com.au/epiphone-les-paul-studio-electric-guitar-alpine-white.html
Guitars | Electric Guitars | Fender Jazzmaster,Vintage Modified Jazzmaster RW,http://www.guitarfactory.com.au/Guitars/Electric/Fender/Squier/vintage-modified-baritone-jazzmaster
Guitars | Electric Guitars,Affinity Tele Pack w/ FM15G - Blonde,https://www.belfieldmusic.com.au/fender-squier-tele-electric-guitar-pack-blonde-mn-w-frontman-15g-amp-fm15g-affinity-series-telecaster-0301618350.html
Guitars | Electric Guitars | Fender Jaguar,VINTAGE MODIFIED - Jaguar Bass SS Short Scale,https://www.belfieldmusic.com.au/fender-squier-vintage-modified-jaguar-bass-guitar-special-short-scale-ss-rw-silver-0328800591.html
Amps & FX | Guitar Amps | Guitar Speaker Boxes,1912 150 Watt Guitar Extension Cabinet,https://www.belfieldmusic.com.au/marshall-1912-cabinet-extension-150w-1x12.html
Live Sound | Mixers | Powered Mixers,EMX512SC 12-Channel 500w Powered Mixer,http://www.bigmusicshop.com.au/yamaha-emx512sc-500w-powered-mixer.html
Guitars | Electric Guitars,SA160QM SPB Electric Guitar,http://www.bettermusic.com.au/ibanez-sa160qm-spb-electric-guitar
Guitars,TRBX304 4 String Electric Bass Guitar Pewter,http://www.bettermusic.com.au/yamaha-trbx304-bass-guitar-pewter
Guitars | Electric Guitars | Hollowbodies,Artstar Vintage ASV100FMD YSL Electric Hollow Body Guitar + Case,http://www.haworthguitars.com.au/products/guitars/electric/ibanez-artcore-asv100fmd-ysl-electric-guitar-w-case/
Guitars | Electric Guitars | Hollowbodies,AM53 SRF Electric Hollowbody Guitar,http://www.bettermusic.com.au/ibanez-am53-srf-artcore-guitar
Recording | Interfaces | Professional ,Fireface UC Audio / Midi Interface,https://www.soundcorp.com.au/rme-fireface-uc-36-channel-usb-audio-interface-7142
Amps & FX | Effects,Micro Metal Muff Distortion,http://www.allansbillyhyde.com.au/prod/690/MICRO-MMF/Electro-Harmonix-Micro-Metal-Muff-Distortion-Guitar-Effects-Pedal.aspx
Amps & FX | Effects | Guitar Processors,GT-100 Guitar Multi Effects Processor GT100,http://www.bigmusicshop.com.au/boss-gt100-guitar-multi-effects-pedal.html
Amps & FX | Effects | Tremolo & Vibe,Surf Trem Tremolo Pedal,http://www.guitarfactory.com.au/Pedals_FX/carl-martin/vintage-series/carl-martin-surf-trem
Digital Pianos | Stage Pianos,RD-2000 Digital Stage Piano,http://www.bettermusic.com.au/roland-rd-2000-stage-piano-rd2000
Recording | Microphones | Shotgun & Video Microphones,ProMic Laser DSLR On-Camera Shotgun Microphone,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=8600
Recording | Interfaces,Pro Tools Duet,http://www.bettermusic.com.au/avid-pro-tools-duet
Guitars | Electric Guitars | Fender Stratocaster,Standard Strat&#174; Maple Fretboard Arctic White,http://www.portmacguitars.com.au/fender-standard-strat-maple-colour-arctic-white~20347
Amps & FX | Effects,SpectraComp Bass Compressor Pedal,http://www.bettermusic.com.au/tc-electronic-spectracomp-bass-compressor-pedal
Keys | Keyboards,Arius YDP-163 Digital Piano - Rosewood,http://www.bigmusicshop.com.au/yamaha-arius-ydp163r-digital-piano-rosewood-w-free-bench.html
Keys | Keyboards,Arius YDP-143 Digital Piano - Rosewood,http://www.bigmusicshop.com.au/yamaha-arius-ydp143r-digital-piano-rosewood-w-free-bench.html
Keys | Keyboards | Digital Pianos,LX-7 Digital Piano Classic Black,http://www.bettermusic.com.au/roland-lx-7-supernatural-piano-classic-black-lx7cb
Guitars | Bass Guitars,Mustang Bass PJ Guitar in Sonic Blue,http://www.guitarfactory.com.au/Guitars/Bass/Fender/Fender/offset-bass/mustang-pj-bass
Guitars | Electric Guitars,ARZIR30 BKF Electric Guitar,http://www.haworthguitars.com.au/products/guitars/electric/ibanez-ar-series-arzir30-bkf-electric-guitar/
Guitars | Electric Guitars,ARZ200 GD Electric Hollowbody Guitar,http://www.bettermusic.com.au/ibanez-arz200-gd-electric-guitar
Recording | Studio Monitors,ROKIT 8 RP8 G3 Powered Studio Monitor - Each,https://www.soundcorp.com.au/krk-rokit-rp8-g3-active-studio-monitor-speaker-7121
Keyboards | Synthesizers,XW-PD1 Trackformer Sampler Sequencer and Synthesizer,https://www.belfieldmusic.com.au/casio-trackformer-xw-pd1-dj-controller.html
Guitars | Folk Instruments | Banjos,G9460 Dixie 6 Guitar-Banjo,http://www.portmacguitars.com.au/gretsch-g9460-dixie-6-guitar-banjo.html
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Cinders Overdrive Pedal,http://www.guitarfactory.com.au/Pedals_FX/TC_Electronic/single-effects/cinders-overdrive
Amps & FX | Effects | Vocal Effects,Voicelive Play Electric Vocal Effects Pedal,http://www.bigmusicshop.com.au/tc-helicon-voicelive-play-electric.html
Live Sound | DI Boxes,Ultra-DI Pro DI800 Powered 8-Channel DI Box,https://www.belfieldmusic.com.au/behringer-ultra-di-pro-di800-di-box.html
Amps & FX | Effects | Guitar Processors,Element XP Effects Processor,https://www.belfieldmusic.com.au/digitech-element-xp-multi-effects-pedal.html
Live Sound | Mixers | Analog Mixers,UFX1204 Mixing & Recording Console w USB & Firewire Recording,https://www.storedj.com.au/behringer-xenyx-ufx1204-12-input-recording-mixer
Guitars | Bass Guitars | Electric Bass Guitars,Rockbass Alien Deluxe 4 String,http://www.allansbillyhyde.com.au/prod/157410PASBUFR/Warwick-Rockbass-Alien-Deluxe-4-Acoustic_Electric-Bass-Guitar-(Natural).aspx
"Amps & FX | Effects | Distortion, Overdrive & Fuzz",Red Llama MKII Overdrive Guitar Effects Pedal,http://www.portmacguitars.com.au/red-llama-overdrive.html
Amps & FX | Effects | Guitar Processors,GT-100 Guitar Multi Effects Processor GT100,https://www.belfieldmusic.com.au/boss-gt-100-guitar-multi-effects-pedal.html
Accessories & Parts | Cases & Gig Bags,K12 Tote Bag,https://www.storedj.com.au/qsc-k12-nylon-cordura-padded-tote-bag
Amps & FX | Effects | Guitar Processors,RC-3 Loop Station,https://www.storedj.com.au/boss-rc-3-loop-station-stereo-stompbox-looper-bos-rc3
Amps & FX | Effects | Guitar Effects,Crash Pad Effects Pedal,http://www.bigmusicshop.com.au/electro-harmonix-crash-pad-effects-pedal.html
Amps & FX | Bass Amps | Bass Heads,Little Mark Rocker 500w Head,http://www.allansbillyhyde.com.au/prod/LM-ROCKER-500/Markbass-Little-Mark-Rocker-500-Bass-Amplifier-Head.aspx
Guitars | Electric Guitars | Fender Stratocaster,Bullet Fat Strat with Tremolo HSS,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=3488
Recording | Interfaces,UR28M Audio/Midi USB Interface,http://www.allansbillyhyde.com.au/prod/UR28M/Steinberg-UR28M-USB-Audio-Interface.aspx
Amps & FX | Guitar Amps | Guitar Combos,Line 6 Amplifi 75 Bluetooth Stereo Guitar Amp,https://www.turramusic.com.au/Pages/CatalogueItem.aspx?CIID=7501
Amps & FX | Effects | Guitar Effects,AC-3 Acoustic Simulator,http://www.allansbillyhyde.com.au/prod/AC3/Boss-AC-3-Acoustic-Simulator-Guitar-Effects-Pedal.aspx
"Amps & FX | Effects | Chorus, Phaser & Flanger Pedals",Memory Boy Analog Delay with Chorus/Vibrato,http://www.allansbillyhyde.com.au/prod/690/MMB/Electro-Harmonix-Memory-Boy-Delay-Guitar-Effects-Pedal.aspx
Guitars | Electric Guitars | Signature Models,JEM7V7 - Steve Vai Signature Guitar,https://www.ghmusic.com.au/ibanez-steve-vai-jem7v-signature-electric-guitar.html
Guitars | Electric Guitars,Duo-Sonic HS Offset Electric Guitar - Black,http://www.bigmusicshop.com.au/fender-duo-sonic-hs-black.html
